,compounds,id,label
3133,CCCCCCCCCCCC(=O)N(C)CC(O)=O,NCGC00255839-01,0
3134,OC(=O)\C=C\C(O)=O.O=C1N(CCC2=NOC(=N2)C3=CC=C(CN4CCCCCC4)S3)C(=O)C5=C1C=CC=C5,NCGC00257298-01,1
3135,CCCCCCCCCCCC(O)=O,NCGC00256486-01,0
3136,CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C4=CC=CC=C4,NCGC00254477-01,0
3137,COC(=O)NC1=NC2=CC=CC=C2N1,NCGC00254328-01,1
3138,O=C(OCC1=CC=CC=C1)N=NC(=O)OCC2=CC=CC=C2,NCGC00256225-01,1
3139,[H][C@]12CC(=O)O[C@]1(C)CC[C@@]3([H])C(C)(C)CCC[C@]23C,NCGC00256856-01,0
3140,OC1(O)C(=O)C2=C(C=CC=C2)C1=O,NCGC00258259-01,1
3141,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,NCGC00259234-01,0
3142,O=C1C(C(=O)C2=CC=CC=C12)C3=NC4=CC=CC=C4C=C3,NCGC00260053-01,1
3143,ONC(=O)C1(CCOCC1)NS(=O)(=O)C2=CC=C(OC3=CC=C(F)C=C3)C=C2,NCGC00254291-01,0
3144,OC1=CC2=C(CC3=CC=CC=C23)C=C1,NCGC00254342-01,1
3145,CCCCOC(=O)C1=CC=C(O)C=C1,NCGC00259334-01,0
3146,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C3=CC(O)=C(O)C=C3,NCGC00254218-01,1
3147,OC1=CC=C(OC2=CC=CC=C2)C=C1,NCGC00257532-01,0
3148,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,NCGC00255654-01,0
3149,S=C(NC1=CC=CC=C1)NC2=CC=CC=C2,NCGC00257823-01,0
3150,[Ca++].CCC([O-])=O.CCC([O-])=O,NCGC00259981-01,0
3151,[Cl-].[Cl-].C1C=CC=C1[Ti++]C2=CC=CC2,NCGC00260091-01,0
3152,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)N=NC3=CC=C(C=C3)S([O-])(=O)=O)C(=CC4=CC(NC(=O)C5=CC=CC=C5)=CC=C14)S([O-])(=O)=O,NCGC00255450-01,0
3153,[Na+].[Na+].COC1=CC=CC=C1\N=N\C2=C(C=C3C=C(C=C(NC(C)=O)C3=C2O)S([O-])(=O)=O)S([O-])(=O)=O,NCGC00255591-01,0
3154,[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C2=CC=C(C=C2)C(=C3C=CC(C=C3)=[N+](CC)CC4=CC(=CC=C4)S([O-])(=O)=O)C5=C(C=C(O)C=C5)S([O-])(=O)=O,NCGC00255331-01,0
3155,[Na+].[Na+].COC1=C(C=C(C)C(=C1)S([O-])(=O)=O)\N=N\C2=C3C=CC(=CC3=CC=C2O)S([O-])(=O)=O,NCGC00254423-01,0
3156,[Na+].CC1=C(C=CC(=C1)S([O-])(=O)=O)\N=N\C2=C(O)C=CC3=CC=CC=C23,NCGC00255498-01,1
3157,[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C3=CC=CC=C3C=C1,NCGC00255530-01,1
3158,NC(=O)C(Br)(Br)C#N,NCGC00253921-01,0
3159,C[Sn](Cl)(Cl)Cl,NCGC00256992-01,0
3160,CC(CCOC=O)CCC=C(C)C,NCGC00254933-01,0
3161,C(OCC1CCC(COCC2CO2)CC1)C3CO3,NCGC00256014-01,0
3162,CC(=O)C1=CC(=CC2=C1CCC2(C)C)C(C)(C)C,NCGC00255757-01,0
3163,CC(=O)OCCN(CCOC(C)=O)C1=CC=C(C=C1)\N=N\C2=C(C=C(C=C2)[N+]([O-])=O)C#N,NCGC00256740-01,1
3164,CC1=CC(=C(O)C(C)=C1CN2C(=O)N(CC3=C(C)C(O)=C(C=C3C)C(C)(C)C)C(=O)N(CC4=C(C)C(O)=C(C=C4C)C(C)(C)C)C2=O)C(C)(C)C,NCGC00258351-01,0
3165,CC(C)(C)CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCC(C)(C)C,NCGC00258982-01,0
3166,CC(C)O,NCGC00260024-01,0
3167,CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C3=CC=CC=C3Cl,NCGC00254354-01,0
3168,CCCCCCCCCC(C)C=O,NCGC00256900-01,0
3169,CCCCCCC(C)O,NCGC00259174-01,0
3170,CC1=CC(OP(=O)(OC2=CC(C)=CC(C)=C2)OC3=CC(C)=CC(C)=C3)=CC(C)=C1,NCGC00258651-01,1
3171,CC1=CC=CC=C1C(=O)NC2=CC=C(C(=O)N3CCCC(O)C4=C3C=CC(Cl)=C4)C(C)=C2,NCGC00183001-01,0
3172,CC1=NC=C(C=N1)[C@@H](CCCCCCC2=NC3=C(CCCN3)C=C2)CC(O)=O,NCGC00254051-01,0
3173,CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,NCGC00254251-01,1
3174,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,NCGC00257002-01,0
3175,CCCCCCCCS,NCGC00259348-01,0
3176,CCCCN(N=O)C(=N)N[N+]([O-])=O,NCGC00258724-01,0
3177,CCOC1=CC=C(N)C=C1,NCGC00259495-01,1
3178,CCOC1=CC=C(O)C=C1,NCGC00256790-01,0
3179,CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1,NCGC00258888-01,1
3180,CCOC1=CC=C2N=C(N)SC2=C1,NCGC00258195-01,1
3181,Cl.CCN(CC)CCCl,NCGC00257568-01,0
3182,CC(C)[C@H](C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C3=CC=C(Cl)C=C3,NCGC00254689-01,0
3183,CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,NCGC00258833-01,1
3184,CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,NCGC00258999-01,0
3185,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,NCGC00259715-01,0
3186,COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,NCGC00254844-01,0
3187,CSC1=NC(NC(C)(C)C)=NC(NC2CC2)=N1,NCGC00255369-01,1
3188,CC(C)[C@H](C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C3=CC=C(OC(F)F)C=C3,NCGC00255121-01,0
3189,CCOC(=O)C(=C)C#N,NCGC00257131-01,0
3190,N#CC1=CC2=C(C=CC=C2)C3=C1C=CC=C3,NCGC00260452-01,1
3191,NC1=NN=C(O1)C2=CC=C(O2)[N+]([O-])=O,NCGC00257554-01,0
3192,COC1=CC=C(C(=O)C2=CC=C(OC)C=C2O)C(O)=C1,NCGC00258097-01,1
3193,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,NCGC00254614-01,1
3194,ONC(=O)C1=CC=CC=C1,NCGC00091044-02,0
3195,OC(=O)\C=C\C(O)=O.CC1=C(C=CO1)C(=O)NC2=CC=C(C=C2)C(=O)N3CCC(F)(F)\C(=C/C(=O)N4CCC(CC4)N5CCCCC5)C6=C3C=CC=C6.CC7=C(C=CO7)C(=O)NC8=CC=C(C=C8)C(=O)N9CCC(F)(F)\C(=C/C(=O)N%10CCC(CC%10)N%11CCCCC%11)C%12=C9C=CC=C%12,NCGC00257451-01,0
3196,O=C(OC1=CC=CC=C1)C2=CC(=CC=C2)C(=O)OC3=CC=CC=C3,NCGC00164168-02,1
3197,CCOC(=O)[C@@H](C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1,NCGC00255428-01,0
3198,O=C1C2=CC=CC=C2CCC3=C1C=CC=C3,NCGC00260518-01,0
3199,O=C1CCCCCCCCCCC(=O)OCCO1,NCGC00255895-01,0
3200,CCCOC1=C(C=C(C=C1)S(=O)(=O)N2CCN(CC)CC2)C3=NC4=C(CC)N(CC5=CC=CC=N5)N=C4C(=O)N3,NCGC00254341-01,0
3201,ONC(=O)C1(CCCC1)N(CCC(O)=O)S(=O)(=O)C2=CC=C(OC3=CC=C(F)C=C3)C=C2,NCGC00254426-01,0
3202,CC1=CC=C(C=C1)S(O)(=O)=O.CCN(C(C)C)C(=O)C2=CC(OC[C@H](C)NC3=CC=NC=C3)=CC(C)=C2,NCGC00254108-01,0
3203,OC1=CC=C(C(=O)C2=CC(O)=C(O)C=C2)C(O)=C1,NCGC00259925-01,1
3204,CCCCCCCCCC1=CC=C(O)C=C1,NCGC00258793-01,0
3205,[Cl-].Cl\C=C/C[N+]12CN3CN(CN(C3)C1)C2,NCGC00255595-01,0
3206,[K+].CCC1=CC(=CC2=C1OCO2)C3=C(N(C4=CC=CC=C4C(F)(F)F)S(=O)(=O)C5=C3C=CC=C5)C([O-])=O,NCGC00254208-01,0
3207,[Na+].[O-]S(=O)(=O)C1=CC=C(C=C)C=C1,NCGC00256681-01,0
3208,[NH4+].[O-]N(N=O)C1=CC=CC=C1,NCGC00256368-01,1
3209,CCC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,NCGC00255019-01,0
3210,[O-][N+](=O)C1=CC=C2CCC3=CC=CC1=C23,NCGC00256570-01,1
3211,[Tl+].CC([O-])=O,NCGC00258554-01,0
3212,CC(Br)C(O)=O,NCGC00256941-01,0
3213,BrC1=CC=C(OC2=CC=CC=C2)C=C1,NCGC00258821-01,0
3214,BrCC(=O)OCC1=CC=CC=C1,NCGC00255660-01,0
3215,[H][C@@]12CC[C@@H](C)[C@]13C[C@H](C2(C)C)[C@](C)(O)CC3,NCGC00260491-01,0
3216,CC(=O)C1=CC2=C(C=C1)C=CC3=CC=CC=C23,NCGC00260502-01,1
3217,CC(O)=O.CCCCCCCCCCCCNC(N)=N,NCGC00260279-01,0
3218,CN(C)CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,NCGC00256270-01,0
3219,CC(C)(OOC(C)(C)C1=CC=CC=C1)C2=CC=CC=C2,NCGC00259934-01,0
3220,CC(C)NC1=CC=C(NC(C)C)C2=C1C(=O)C3=CC=CC=C3C2=O,NCGC00254685-01,1
3221,CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1,NCGC00160537-04,1
3222,CC1=CC=C(N)C(N)=C1,NCGC00254324-01,1
3223,CC1=CC=CC=C1[N+]([O-])=O,NCGC00259942-01,0
3224,CC1=C(SSC2=C(C)OC=C2)C=CO1,NCGC00256859-01,0
3225,F[B-](F)(F)F.CCC[N+]1(C)CCCCC1,NCGC00260220-01,0
3226,CCCCOC(=O)CCS,NCGC00256244-01,0
3227,Cl.CCC(=O)N(C1CCN(CCC2=CC=CS2)CC1)C3=CC=CC=C3,NCGC00247697-01,0
3228,Cl.NC1(CCCCC1)C2=CC=CC=C2,NCGC00247718-01,0
3229,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,NCGC00254541-01,0
3230,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)C2=CC=CC(OC3=CC=CC=C3)=C2,NCGC00257330-01,0
3231,CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,NCGC00255013-01,0
3232,OC1=NC(Cl)=C(Cl)C=C1Cl,NCGC00255593-01,1
3233,CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,NCGC00255053-01,0
3234,COC1=CC2=C(C=C1)N=C(N)S2,NCGC00258976-01,1
3235,N1C2=CC=CC=C2N=C1C3=CC=CO3,NCGC00255946-01,1
3236,NC1=CC(Cl)=CC=C1O,NCGC00258600-01,1
3237,NC1=CC=C(C=C1)C2=CC=C(N)C=C2,NCGC00259908-01,1
3238,NC1=C(N)C=C(C=C1)[N+]([O-])=O,NCGC00256320-01,1
3239,OS(O)(=O)=O.CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H]4[C@H](O)CC5=C4C=CC=C5,NCGC00255764-01,0
3240,CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,NCGC00255386-01,0
3241,CNC(=O)ON=C(SC)C(=O)N(C)C,NCGC00259280-01,0
3242,CN(C)C(=O)C(Cl)C(C)=O,NCGC00255804-01,0
3243,CCCCCCCCCC(=O)OC,NCGC00259306-01,0
3244,CCCCCC\C=C/CCCCCCCC(O)=O,NCGC00254852-01,0
3245,CCCCCCCCC(O)=O,NCGC00259975-01,0
3246,CCCCCCCCCCCCC(O)=O,NCGC00258091-01,0
3247,CCCCC(CC)COC(=O)C(C)=C,NCGC00259085-01,0
3248,CCOC(=O)C1=NN(C(=O)C1)C2=CC=CC=C2,NCGC00256175-01,0
3249,CCOC(=O)CN1C=CC=C1C2=NC(=C(S2)C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4,NCGC00182996-01,0
3250,CCOC(=O)OC1=C(C(=O)N[C@@]12CC[C@@H](CC2)OC)C3=C(C)C=CC(C)=C3,NCGC00255843-01,0
3251,CC=CC=CCOC(=O)C(C)C,NCGC00256837-01,0
3252,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,NCGC00259969-01,1
3253,CC1(CO)CN(NC1=O)C2=CC=CC=C2,NCGC00256229-01,1
3254,CCCCCCCCCCCCCCCC\C=C\C1CC(=O)OC1=O,NCGC00260308-01,0
3255,OC1=CC(Cl)=CC(Cl)=C1,NCGC00258485-01,0
3256,OC1=CC=C(SC2=CC=C(O)C=C2)C=C1,NCGC00258526-01,0
3257,CCCCCCCCC1=CC=C(O)C=C1,NCGC00090986-03,0
3258,OC1=C2C(=O)C3=C(O)C=CC=C3CC2=CC=C1,NCGC00253941-01,0
3259,OCC(CO)N1C=NC(=C1C2=CC=NC(OC3=CC=CC=C3)=N2)C4=CC=C(F)C=C4,NCGC00253930-01,0
3260,CC1=CC=C(\C=N\N2C(=S)SC=C2C3=CC=CC=C3)C=C1,NCGC00182983-01,1
3261,COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,NCGC00254900-01,1
3262,O.[Br-].[Br-].C1C[N+]2=C(C=CC=C2)C3=[N+]1C=CC=C3,NCGC00255043-01,0
3263,[Cl-].C[N+](C)(C)CC1=CC=CC=C1,NCGC00257093-01,0
3264,[Cl-].C[N+]1=CN(CC2=CC=CC=C2)C=C1,NCGC00258160-01,0
3265,[Sr++].[O-]C([O-])=O,NCGC00260323-01,0
3266,OC(=O)C(Br)CBr,NCGC00257694-01,0
3267,CCCCCCCCCCCCBr,NCGC00255853-01,0
3268,C(N(CC1=CC=CC=C1)CC2=CC=CC=C2)C3=CC=CC=C3,NCGC00256253-01,0
3269,C[C@@H]1CCC=C2CC[C@H](C[C@@]12C)C(C)=C,NCGC00256249-01,0
3270,C1C=CC2CC=CCC12,NCGC00258012-01,0
3271,C1=CC2=C(C=C1)N=CC=N2,NCGC00260496-01,0
3272,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,NCGC00257211-01,0
3273,N1C2=CN=CC=C2C3=C1C=CC=C3,NCGC00257637-01,1
3274,CC(=O)NNC1=CC=CC=C1,NCGC00257623-01,0
3275,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N2C=NC=N2,NCGC00254790-01,1
3276,CC(C)(C)C1=C(O)C=CC=C1,NCGC00259590-01,0
3277,CC(C)(C1=CC=CC=C1)C2=CC=CC=C2,NCGC00258110-01,0
3278,CC(C)CC(C)(O)C#C,NCGC00255036-01,0
3279,CC(O)=O.COCCOC1=NC=C2N(CC(=O)NC3=NC=C(Cl)C=C3)C(=CC2=C1)C(=O)NC4CCN(CC4)C(C)C,NCGC00254132-01,1
3280,CC1=CC(OCCOC2=CC=CC(C)=C2)=CC=C1,NCGC00256031-01,1
3281,CC1=CC(=CC=C1N)C2=CC=C(N)C(C)=C2,NCGC00258844-01,1
3282,CC1=CC=C(C=C)C=C1,NCGC00259943-01,0
3283,CC1=CC=C(S1)C=O,NCGC00256921-01,0
3284,CC1=CC[C@H]2C[C@@H]1C2(C)C,NCGC00259309-01,0
3285,CCCC[Sn](Cl)(Cl)Cl,NCGC00260006-01,0
3286,CCCCCCCC,NCGC00260001-01,0
3287,CCCCCCCCCC=O,NCGC00256769-01,0
3288,CCCCCCCCCCCCN,NCGC00256405-01,0
3289,CCCCCCCCCCCO,NCGC00254401-01,0
3290,CCN(CC)C1=NC(OP(=S)(OC)OC)=CC(C)=N1,NCGC00254624-01,1
3291,CCOC(OCC)\C=C\CC\C=C/CC,NCGC00256310-01,0
3292,Cl.CCC(=O)N(C1CCN(CC2=CC=CS2)CC1)C3=CC=CC=C3,NCGC00247696-01,0
3293,Cl.ClCC1=CC=CN=C1,NCGC00259919-01,0
3294,Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2C,NCGC00255176-01,0
3295,O.Cl.CC1=CC=C(C=C1)C(=C/CN2CCCC2)\C3=CC=CC=N3,NCGC00258402-01,0
3296,Cl[C@H]1[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H]1Cl,NCGC00259618-01,0
3297,CCC(Cl)CCC(Cl)C(Cl)CC(Cl)C(Cl)C(Cl)CCl,NCGC00260045-01,0
3298,CCC1=CC=C(C=C1)C(C(Cl)Cl)C2=CC=C(CC)C=C2,NCGC00259184-01,0
3299,CSC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,NCGC00254713-01,0
3300,ClC1=CC(Cl)=NC(Cl)=N1,NCGC00260462-01,0
3301,OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,NCGC00259154-01,0
3302,CC(C)(C)C(=O)\C=C\C1=CC=C(Cl)C=C1,NCGC00256761-01,0
3303,CNC(=O)NC1=CC(Cl)=C(Cl)C=C1,NCGC00255937-01,1
3304,ClC1=CC=C(SC2=CC(Cl)=C(Cl)C=C2Cl)C=C1,NCGC00259941-01,0
3305,CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,NCGC00255447-01,1
3306,ClC1=CC=C(OS(=O)(=O)C2=CC=CC=C2)C=C1,NCGC00255899-01,0
3307,NC1=NC2=C(S1)C=CC=C2Cl,NCGC00257641-01,1
3308,CC(CC(C#N)(C1=CC=CC=C1)C2=CC=CC=C2)N(C)C,NCGC00247341-02,0
3309,CCOC(=O)COC1=C(Cl)C=C(F)C(=C1)C2=NN(C)C(OC(F)F)=C2Cl,NCGC00254606-01,1
3310,CO[Si](CCCOCC1CO1)(OC)OC,NCGC00257095-01,0
3311,COP(=O)(OC)OC=C(Cl)Cl,NCGC00259166-01,0
3312,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N3C(=O)[C@](NC(=O)[C@H]4CN(C)[C@]5([H])CC6=C(Br)NC7=CC=CC(=C67)C5=C4)(O[C@@]23O)C(C)C,NCGC00257268-01,0
3313,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NCGC00254548-01,0
3314,[O-]S(=O)(=O)C(F)(F)F.CCCCCCN1C=C[N+](C)=C1,NCGC00257655-01,0
3315,CCOC(=O)C1=CC=C(I)C=C1,NCGC00260386-01,0
3316,C(NC1=C2N=CN=C2N=CN1)C3=CC=CC=C3,NCGC00255357-01,1
3317,NC(=O)NNC(N)=O,NCGC00254891-01,0
3318,NC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,NCGC00260433-01,0
3319,NC1=CC(Cl)=C(Cl)C=C1,NCGC00256341-01,1
3320,NC1=CC=C(SC2=CC=C(N)C=C2)C=C1,NCGC00091380-04,1
3321,NC1=CC=CC2=C1C=CC=C2,NCGC00256472-01,1
3322,NC1=C(C=CC=C1)C2=CC=CC=C2,NCGC00258512-01,0
3323,NNC1=CC=CC=C1,NCGC00259526-01,1
3324,O.O.Cl[In](Cl)Cl,NCGC00256835-01,0
3325,CCCCCCCC\C=C/CCCCCCCC(=O)OCCCC,NCGC00260292-01,0
3326,NC(=O)C1=CC=C(N)C=C1,NCGC00255641-01,0
3327,CCCCCC\C=C\CCCCCCCC(O)=O,NCGC00256330-01,0
3328,OC(=O)CCCCCCCCC(O)=O,NCGC00259327-01,0
3329,ClC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(Cl)C=C2,NCGC00090750-04,0
3330,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(C)(=O)=O)[N+]([O-])=O,NCGC00255982-01,0
3331,COC(=O)C1=C(O)C(C)=C(O)C=C1C,NCGC00255527-01,0
3332,OC1=CC=C(C=C1)C(=O)C2=CC=C(O)C(O)=C2O,NCGC00258446-01,1
3333,OC1=C(C=CC=C1)C(=O)OCC2=CC=CC=C2,NCGC00259418-01,0
3334,OCC(O)CS,NCGC00260427-01,0
3335,CC(CCO)CCCC(C)(C)O,NCGC00254836-01,0
3336,ONC1=CC=CC=C1,NCGC00260275-01,1
3337,COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,NCGC00254810-01,1
3338,SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,NCGC00256305-01,0
3339,[Br-].CCCC[P+](CCCC)(CCCC)CCCC,NCGC00258255-01,0
3340,[Cl-].CCCC[P+](CCCC)(CCCC)CCCC,NCGC00257245-01,0
3341,[Na+].[Na+].CCOC1=CC=C(C=C1)N=NC2=CC=C(C=CC3=CC=C(C=C3S([O-])(=O)=O)N=NC4=CC=C(OCC)C=C4)C(=C2)S([O-])(=O)=O,NCGC00255536-01,0
3342,[Zn++].[O-]C(=O)C=C.[O-]C(=O)C=C,NCGC00258017-01,0
3343,C(COCC1CO1)OCC2CO2,NCGC00256106-01,0
3344,CC(CN1C[C@H](C)O[C@H](C)C1)CC2=CC=C(C=C2)C(C)(C)C,NCGC00255608-01,0
3345,CC(C)=CCCC(C)=CC=O,NCGC00254026-01,0
3346,CC(=C)C#N,NCGC00258906-01,0
3347,C1C=CC2=C1C=CC=C2,NCGC00255989-01,1
3348,CC(=O)C1=CC2=C(CCCC2)C=C1,NCGC00256770-01,0
3349,COC1=CC=C(O)C(=C1)C(C)(C)C,NCGC00259371-01,0
3350,CCOP(=S)(OCC)SCSC(C)(C)C,NCGC00256426-01,0
3351,CC(C)C1=CC2=CC=CN=C2C=C1,NCGC00256828-01,0
3352,CC(C)(O)C1=CC=CC=C1,NCGC00258003-01,0
3353,CC\C=C1\OC(=O)C2=CC=CC=C12,NCGC00258758-01,0
3354,CC\C=C/CC1=C(C)CCC1=O,NCGC00256139-01,0
3355,CC=CCC#N,NCGC00257642-01,0
3356,COC1=CC(N)=CC=C1C,NCGC00260430-01,1
3357,CC(=O)NC1=CC(Cl)=C(C)C=C1,NCGC00257550-01,0
3358,COC1=NC(C)=NC(N)=N1,NCGC00255639-01,0
3359,CCC(C)(O)CCCC(C)C,NCGC00259939-01,0
3360,CCCC\C=C\CCCCO,NCGC00254880-01,0
3361,CCCCC(CC)C(Cl)=O,NCGC00257055-01,0
3362,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,NCGC00258921-01,0
3363,CCCCCCCCCCCCCCCC,NCGC00254306-01,0
3364,CCCCOP(=O)(OCCCC)OCCCC,NCGC00254202-01,0
3365,CCCN(CCC)C(=O)SCC,NCGC00259511-01,0
3366,CCCNCCC,NCGC00259634-01,0
3367,CCOC(=O)C1OC1C2=CC=CC=C2,NCGC00259796-01,0
3368,CCOP(=O)(OCC)OP(=O)(OCC)OCC,NCGC00255070-01,0
3369,CCOP(=S)(OCC)OC1=CN=C2C=CC=CC2=N1,NCGC00256999-01,1
3370,CCOP(=S)(OCC)OP(=S)(OCC)OCC,NCGC00259305-01,0
3371,Cl.CC[C@H](O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,NCGC00247678-01,0
3372,ClC1=CC(Cl)=C(C=C1)C(Cl)(Cl)Cl,NCGC00258493-01,0
3373,CC1=C(Cl)C(N)=C(Cl)C=C1,NCGC00256029-01,0
3374,OC(=O)C1=CC(Cl)=CC(Cl)=C1,NCGC00257709-01,0
3375,[O-][N+](=O)C1=CC(Cl)=C(Cl)C(Cl)=C1,NCGC00258258-01,0
3376,ClC1=CC(Cl)=C(Cl)C(Cl)=C1,NCGC00258227-01,0
3377,CCOP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl,NCGC00255058-01,1
3378,CC(C)COC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,NCGC00257873-01,0
3379,CN(C)C(=O)NC1=CC=C(Cl)C=C1,NCGC00258990-01,0
3380,ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl,NCGC00254525-01,0
3381,ClN1C(=O)NC(=O)N(Cl)C1=O,NCGC00255350-01,0
3382,CN(C)C1CCCCC1,NCGC00258912-01,0
3383,CN(C)CCN(C)CCN(C)C,NCGC00258235-01,0
3384,CN1CCC(CC1)N(CC2=CC=CS2)C3=CC=CC=C3,NCGC00183847-01,0
3385,CNCC1=CC=C(NC(=O)C2=CNC3=C2C(=O)CCC3)C=C1,NCGC00254445-01,1
3386,CO[Si](CCCNC1=CC=CC=C1)(OC)OC,NCGC00256813-01,0
3387,CC[S+](C)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,NCGC00258379-01,0
3388,FC1(F)C[C@@H](C#N)N(C1)C(=O)CNC2CC3CCC(C2)N3C4=NC=CC=N4,NCGC00253931-01,0
3389,N#CC1=CC=CC=C1,NCGC00256387-01,0
3390,CCCCOCCOCCSC#N,NCGC00258869-01,0
3391,C(NC1=C2N=CN=C2N=CN1)C3=CC=CO3,NCGC00255418-01,0
3392,NC1=C(O)C=CC(=C1)[N+]([O-])=O,NCGC00258903-01,1
3393,CCCCOC(=O)C1=CC=CC=C1N,NCGC00258725-01,0
3394,NCCOCCOCCN,NCGC00256153-01,0
3395,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,NCGC00259301-01,0
3396,NC(=O)C1=CC=CC=C1[N+]([O-])=O,NCGC00258359-01,0
3397,CCCCCCC(=O)OCC,NCGC00254287-01,0
3398,OC(=O)C(O)=O,NCGC00257376-01,0
3399,CCCCCCCCCCCCCCC(O)=O,NCGC00258749-01,0
3400,CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N2N=C(C)N(C(F)F)C2=O,NCGC00254896-01,0
3401,O=C1C=CC(=O)C=C1,NCGC00256505-01,0
3402,O=C1CCC(CC1)C2CCCCC2,NCGC00255565-01,0
3403,CC1(C)N(Br)C(=O)N(Br)C1=O,NCGC00254227-01,0
3404,CCCCCCCCC\C=C\CC1CC(=O)OC1=O,NCGC00257398-01,0
3405,O=C1OC(=O)C2=CC3=C(C=C12)C(=O)OC3=O,NCGC00259263-01,0
3406,CCCCCCC(C=O)=CC1=CC=CC=C1,NCGC00259850-01,0
3407,CC(C)(O)CCCC1=CCC(CC1)C=O,NCGC00257948-01,0
3408,O=CC1=CC=C2OCOC2=C1,NCGC00257674-01,0
3409,COC=O,NCGC00254864-01,0
3410,OS(O)(=O)=O,NCGC00258037-01,0
3411,CC1=C(C)S(=O)(=O)CCS1(=O)=O,NCGC00259193-01,0
3412,COC(=O)CCCC(O)=O,NCGC00255716-01,0
