,compounds,id,label,std_compounds
2890,O=C(OCC1=CC=CC=C1)C2=CC=CC=C2,NCGC00094981-03,0,O=C(OCc1ccccc1)c1ccccc1
2891,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O,NCGC00164569-01,0,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
2892,CCCCCCOC(=O)C1=CN=CC=C1,NCGC00160591-01,0,CCCCCCOC(=O)c1cccnc1
2893,CCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC,NCGC00090781-02,0,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
2894,CN1C2=CC=CC=C2C3=C1CCC(CN4C=CN=C4C)C3=O,NCGC00179341-02,0,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
2895,OCC1=CC(=O)C(O)=CO1,NCGC00017325-03,0,O=c1cc(CO)occ1O
2896,[H][C@@]12CC[C@@]3(C)C=CC(=O)C(C)=C3[C@@]1([H])OC(=O)[C@H]2C,NCGC00016461-01,0,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O
2897,O=C1N2CC3=C(C=CC=C3)C(=O)N2CC4=CC=CC=C14,NCGC00160358-01,0,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12
2898,OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC=C,NCGC00162267-02,0,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
2899,[H][C@@]12CC3=C4C(O[C@H]5C(=O)CC[C@]1(O)[C@@]45CCN2CC6CC6)=C(O)C=C3,NCGC00162274-02,0,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
2900,O=C(N[C@H]1C[C@@H]1C2=CC=CC=C2)[C@@H]3CCC(=O)N3,NCGC00160608-01,0,O=C1CC[C@@H](C(=O)N[C@H]2C[C@@H]2c2ccccc2)N1
2901,O=C1CCC(=NN1)C2=CC=C(C=C2)N3C=CN=C3,NCGC00015547-02,1,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1
2902,CCC(N1CCCC1=O)C(N)=O,NCGC00165970-01,0,CCC(C(N)=O)N1CCCC1=O
2903,CCN1CCCC1=O,NCGC00160611-01,0,CCN1CCCC1=O
2904,NC(=O)CN1CCCC1=O,NCGC00015821-02,0,NC(=O)CN1CCCC1=O
2905,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O,NCGC00015191-06,0,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
2906,O=C1N(C2CCC(=O)NC2=O)C(=O)C3=CC=CC=C13,NCGC00015989-09,0,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
2907,NC1=C2CN(C3CCC(=O)NC3=O)C(=O)C2=CC=C1,NCGC00167491-01,0,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
2908,CCC1(C(=O)NC(=O)N(C)C1=O)C2=CC=CC=C2,NCGC00159357-02,0,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
2909,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,NCGC00159493-02,0,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
2910,CCC1(CC)C(=O)NC(=O)NC1=O,NCGC00159419-02,0,CCC1(CC)C(=O)NC(=O)NC1=O
2911,CCC[C@H](C)C1(CC=C)C(=O)NC(=O)NC1=O,NCGC00247712-01,0,C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O
2912,O=C1NC2=C(N1)C(=O)NC(=O)N2,NCGC00181032-01,0,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
2913,CCCC(C)C1(CC)C(=O)NC(O)=NC1=O,NCGC00096074-01,0,CCCC(C)C1(CC)C(=O)N=C(O)NC1=O
2914,CC1CN(NC1=O)C2=CC=CC=C2,NCGC00255949-01,1,CC1CN(c2ccccc2)NC1=O
2915,CC(=O)NC1CCSC1=O,NCGC00095015-01,0,CC(=O)NC1CCSC1=O
2916,OC(=O)CSCC(=O)NC1CCSC1=O,NCGC00185774-01,0,O=C(O)CSCC(=O)NC1CCSC1=O
2917,CN1N(C(=O)C(I)=C1C)C2=CC=CC=C2,NCGC00159397-02,0,Cc1c(I)c(=O)n(-c2ccccc2)n1C
2918,CN1N(C(=O)C(N)=C1C)C2=CC=CC=C2,NCGC00016328-01,0,Cc1c(N)c(=O)n(-c2ccccc2)n1C
2919,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=CC=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H],NCGC00163241-01,0,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46
2920,CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O,NCGC00159330-02,0,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O
2921,CN1C2=C(N(CCO)C=N2)C(=O)N(C)C1=O,NCGC00016479-06,0,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O
2922,O=C1CCCCC1CN2CCCCC2,NCGC00160501-01,0,O=C1CCCCC1CN1CCCCC1
2923,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,NCGC00015116-10,0,COc1ccc(C(=O)N2CCCC2=O)cc1
2924,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)CN(CC#C)C2=O)C1(C)C,NCGC00164465-01,0,C#CCN1CC(=O)N(COC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)C1=O
2925,O=C(C1CCCCC1)N2CC3N(CCC4=C3C=CC=C4)C(=O)C2,NCGC00016877-01,0,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
2926,[H][C@@]12[C@@H]3C[C@@H](C=C3)[C@]1([H])C(=O)NC2=O,NCGC00160680-01,0,O=C1NC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1
2927,CCCN1C2=C(NC=N2)C(=O)NC1=O,NCGC00015824-07,0,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21
2928,C1CCNCC1.O=C2NC=NC3=C2C(CN4CCCCC4)=CN3,NCGC00013744-02,0,C1CCNCC1.O=c1[nH]cnc2[nH]cc(CN3CCCCC3)c12
2929,O=C1NOC2=C1CCNC2,NCGC00015982-05,0,O=c1[nH]oc2c1CCNC2
2930,CN1N(C(=O)C(NC(=O)C2=CN=CC=C2)=C1C)C3=CC=CC=C3,NCGC00016605-01,0,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C
2931,CC1(C)OC2=C(C=C(C=C2)C#N)[C@H]([C@@H]1O)N3CCCC3=O,NCGC00025132-01,0,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O
2932,OC[C@@H]1CC[C@@H](O1)N2C=NC3=C2N=CNC3=O,NCGC00159514-02,0,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1
2933,CC1=CC=NC2=C1NC(=O)C3=CC=CN=C3N2C4CC4,NCGC00065890-02,0,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
2934,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C3=CC=CC=C3)C4=CC=CC=C4,NCGC00016255-01,0,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
2935,O=C1N(CCCCN2CCN(CC2)C3=NC=CC=N3)S(=O)(=O)C4=CC=CC=C14,NCGC00025315-01,0,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1
2936,O=C1N(C2=CC=CC=C2C1(CC3=CC=NC=C3)CC4=CC=NC=C4)C5=CC=CC=C5,NCGC00015590-03,0,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1
2937,O=C1CCC(C2CCN(CC3=CC=CC=C3)CC2)(C(=O)N1)C4=CC=CC=C4,NCGC00160474-01,0,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1
2938,OC(CC1=CN=C2C=CC=CN12)(P(O)(O)=O)P(O)(O)=O,NCGC00183829-01,0,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O
2939,OP(O)(=O)CN1C(=O)C(=O)NC2=CC(=C(C=C12)N3CCOCC3)C(F)(F)F,NCGC00159553-01,0,O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O
2940,CN(C)CCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12,NCGC00095135-01,0,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
2941,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,NCGC00016741-01,0,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
2942,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,NCGC00160437-01,0,CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1
2943,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,NCGC00016572-01,0,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
2944,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)[N+]([O-])=O,NCGC00095045-01,0,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1
2945,COC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1,NCGC00016324-01,0,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
2946,NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=N2,NCGC00016408-01,0,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
2947,OC(=O)C1=CC(=CC=C1O)\N=N\C2=CC=C(C=C2)S(=O)(=O)NC3=NC=CC=C3,NCGC00090903-01,0,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
2948,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(C)=C1Br,NCGC00181118-01,0,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)nc(C)c1Br
2949,CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,NCGC00016386-01,0,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
2950,COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,NCGC00016530-01,0,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
2951,NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC=N2,NCGC00016305-01,0,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
2952,NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,NCGC00016309-02,0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
2953,OC(=O)C=CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,NCGC00160375-01,0,O=C(O)C=CC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
2954,OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,NCGC00016367-01,0,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
2955,OC(=O)C1=C(C=CC=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,NCGC00016337-02,0,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
2956,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC,NCGC00016612-01,0,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
2957,OC(=O)CC1=CC=C(CCNS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,NCGC00165787-02,0,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1
2958,OS(=O)(=O)C1=CC2=C(NC(=N2)C3=CC=CC=C3)C=C1,NCGC00166262-01,0,O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1
2959,OS(O)(=O)=O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)C(O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O,NCGC00016871-01,0,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)C(O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
2960,OS(O)(=O)=O.NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,NCGC00166210-01,0,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
2961,OS(O)(=O)=O.NC(=N)NCC1COC2(CCCCC2)O1.NC(=N)NCC3COC4(CCCCC4)O3,NCGC00016758-01,0,N=C(N)NCC1COC2(CCCCC2)O1.N=C(N)NCC1COC2(CCCCC2)O1.O=S(=O)(O)O
2962,OS(O)(=O)=O.[H][C@@]1(C[C@H](O)N=C(N)N1)[C@]2([H])NC(=O)\C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CNC2=O)NC(=O)C[C@@H](N)CCCN)=C\NC(N)=O,NCGC00160671-01,0,NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H]([C@H]2C[C@H](O)N=C(N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O.O=S(=O)(O)O
2963,OS(O)(=O)=O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,NCGC00016792-01,0,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
2964,OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]3NC(N)=N)O[C@@H](C)[C@]2(O)C=O.CN[C@H]4[C@H](O)[C@@H](O)[C@H](CO)O[C@H]4O[C@H]5[C@H](O[C@H]6[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]6NC(N)=N)O[C@@H](C)[C@]5(O)C=O,NCGC00159339-02,0,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O
2965,OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](OC3OC(CN)=CCC3N)[C@@H]2O)OC[C@]1(C)O.CN[C@@H]4[C@@H](O)[C@@H](O[C@H]5[C@H](N)C[C@H](N)[C@@H](OC6OC(CN)=CCC6N)[C@@H]5O)OC[C@]4(C)O,NCGC00016869-01,0,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O
2966,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,NCGC00016714-01,0,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1
2967,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,NCGC00015919-04,0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
2968,CCO[C@H](CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C(O)=O,NCGC00182082-02,0,CCO[C@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O
2969,CS(=O)(=O)OCCCCOS(C)(=O)=O,NCGC00090905-06,0,CS(=O)(=O)OCCCCOS(C)(=O)=O
2970,NC(=O)CS(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,NCGC00095176-03,0,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
2971,NS(=O)(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O,NCGC00160444-01,0,NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
2972,NS(=O)(=O)C1=CC=C(C=C1)C(O)=O,NCGC00013287-06,0,NS(=O)(=O)c1ccc(C(=O)O)cc1
2973,NS(=O)(=O)C1=CC=C(NC(=O)CCC(O)=O)C=C1,NCGC00160651-01,0,NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1
2974,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,NCGC00015074-10,0,CC(=O)Nc1nnc(S(N)(=O)=O)s1
2975,CCCCNC1=CC(=CC(=C1OC2=CC=CC=C2)S(N)(=O)=O)C(O)=O,NCGC00015149-02,0,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
2976,CC1CS(=O)(=O)CCN1N=CC2=CC=C(O2)[N+]([O-])=O,NCGC00016774-01,0,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1
2977,OB(O)O,NCGC00090745-02,0,OB(O)O
2978,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(O)=O,NCGC00021569-04,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
2979,C[C@H](N[C@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N2CCC[C@H]2C(O)=O,NCGC00183129-01,0,C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
2980,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)[C@H](N)CC(=O)NC)C3=CC=C(O)C=C3)C(O)=O,NCGC00181352-01,0,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccc(O)cc1
2981,OC(=O)CCC(=O)C(O)=O,NCGC00013225-01,0,O=C(O)CCC(=O)C(=O)O
2982,NC1=CC=C(O)C(=C1)C(O)=O,NCGC00016344-03,0,Nc1ccc(O)c(C(=O)O)c1
2983,OC(=O)C1=CC(O)=NC(O)=N1,NCGC00091357-01,0,O=C(O)c1cc(O)nc(O)n1
2984,OC(=O)C1=CC=C(NC(=O)C2=CC=CC=C2)C=C1O,NCGC00164513-01,0,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1
2985,NC1=CC=C(C=C1)C(O)=O,NCGC00091051-01,0,Nc1ccc(C(=O)O)cc1
2986,CC1=C(O)C(=CC=C1)C(O)=O,NCGC00095792-01,0,Cc1cccc(C(=O)O)c1O
2987,NC1=C(C=CC=C1)C(O)=O,NCGC00091175-01,0,Nc1ccccc1C(=O)O
2988,OC(=O)C1=C(O)C=CC=C1,NCGC00159447-05,0,O=C(O)c1ccccc1O
2989,OC(=O)C1=C(S)C=CC=C1,NCGC00018107-04,0,O=C(O)c1ccccc1S
2990,OC(=O)CC1=CC=C(C=C1)C2=CC=CC=C2,NCGC00016660-01,0,O=C(O)Cc1ccc(-c2ccccc2)cc1
2991,CC(S)C(=O)NCC(O)=O,NCGC00159422-02,0,CC(S)C(=O)NCC(=O)O
2992,OC(=O)COC1=CC=C(CCNS(=O)(=O)C2=CC=CC=C2)S1,NCGC00160350-01,0,O=C(O)COc1ccc(CCNS(=O)(=O)c2ccccc2)s1
2993,CCN(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C2=CC=CC=C2,NCGC00159434-02,0,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
2994,CBr.CCN(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C2=CC=CC=C2,NCGC00181082-01,0,CBr.CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
2995,CCCCC(O)C1=CC=CC=C1,NCGC00181036-01,0,CCCCC(O)c1ccccc1
2996,COS([O-])(=O)=O.C[N+]1(C)CCN(CC(O)(C2CCCCC2)C3=CC=CC=C3)CC1,NCGC00182972-01,0,COS(=O)(=O)[O-].C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1
2997,OCC(O)CN1CCN(CC1)C2=CC=CC=C2,NCGC00018230-03,0,OCC(O)CN1CCN(c2ccccc2)CC1
2998,COC1=C(OCC(O)CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)C=CC=C1,NCGC00015897-02,0,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
2999,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=C(F)C=C(F)C=C3,NCGC00095089-01,0,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
3000,CNCC(O)C1=CC=C(O)C=C1,NCGC00016351-01,0,CNCC(O)c1ccc(O)cc1
3001,CCCCNCC(O)C1=CC=C(O)C=C1,NCGC00160423-01,0,CCCCNCC(O)c1ccc(O)cc1
3002,CCOC(=O)NC(O)C(Cl)(Cl)Cl,NCGC00160563-01,0,CCOC(=O)NC(O)C(Cl)(Cl)Cl
3003,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,NCGC00159484-02,0,OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O
3004,OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,NCGC00166244-01,0,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O
3005,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,NCGC00018140-02,0,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
3006,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,NCGC00166295-01,0,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
3007,OC1=C(O)C(=O)C(O)=C(O)C1=O,NCGC00095043-01,0,O=C1C(O)=C(O)C(=O)C(O)=C1O
3008,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C3=C(C=CS3)S1(=O)=O,NCGC00016889-01,0,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
3009,COC1=CC=C(C=C1)C(CN(C)C)C2(O)CCCCC2,NCGC00095109-01,0,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
3010,CC1=C(O)C(C=O)=C(CO)C=N1,NCGC00142580-03,0,Cc1ncc(CO)c(C=O)c1O
3011,COC1=CC(CC=C)=CC(C(=O)NCCO)=C1O,NCGC00164629-01,0,C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1
3012,CC1=NC(C)=C(Cl)C(O)=C1Cl,NCGC00095166-01,0,Cc1nc(C)c(Cl)c(O)c1Cl
3013,OC1=CC2=C3C(OC(=O)C4=CC(O)=C(O)C(OC2=O)=C34)=C1O,NCGC00017245-02,0,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
3014,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C4=C(O)C=C(C)N=C4)C5=CC=C(O)C=C5)C(O)=O,NCGC00167444-01,0,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1
3015,OS(O)(=O)=O.CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1.CC(C)(C)NCC(O)C2=CC(O)=CC(O)=C2,NCGC00016772-01,0,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O
3016,OC(=O)C1=CC(O)=C(O)C(O)=C1,NCGC00091125-01,0,O=C(O)c1cc(O)c(O)c(O)c1
3017,CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,NCGC00159393-02,0,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
3018,[H][C@@]2(NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(=O)N3C(C(O)=O)=C(CSC4=CNN=N4)CS[C@]23[H],NCGC00185755-01,0,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1
3019,COC(=O)C1=CC=C(O)C=C1,NCGC00159376-02,0,COC(=O)c1ccc(O)cc1
3020,OC1=CC=C(C=C1)C2=C(O)C(=O)C3=C(O2)C=C(O)C=C3O,NCGC00257464-01,1,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
3021,OC1=CC=C(C=C1)C2(OS(=O)(=O)C3=C2C=CC=C3)C4=CC=C(O)C=C4,NCGC00013109-01,0,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
3022,OC1=CC=C(C=C1)C2CNCCC3=C2C=C(O)C(O)=C3Cl,NCGC00015444-04,0,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
3023,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,NCGC00095599-01,0,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
